"B.beta"	"C.beta"	"D.beta"	"E.beta"	"B.se"	"C.se"	"D.se"	"E.se"	"A.rate"	"B.rate"	"C.rate"	"D.rate"	"E.rate"
"21"	-0.258532627506938	-0.207547101750799	-0.551895471564237	-0.216148044294156	0.261781728381725	0.531727587016807	0.57953366293211	0.458797748971752	0.230769230769231	0.384615384615385	0.230769230769231	0.230769230769231	0.230769230769231
