B.beta	C.beta	D.beta	B.se	C.se	D.se	A.rate	B.rate	C.rate	D.rate
-0.338713334275819	-0.40822390228743705	-0.39516553427831297	0.0272876743193157	0.0261252580602433	0.0403029341512316	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.340170802370938	-0.34615952380969606	-0.34537704911566197	0.0238970928246829	0.0326592470728777	0.0399586422496263	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.32817065726828604	-0.39733002583473104	-0.371256425574307	0.022788151984000003	0.0342058987413206	0.0453178459720139	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.3295941580831	-0.365323748720795	-0.404745944495615	0.0219789563488652	0.0344652009217048	0.0393495134512452	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.324684039044649	-0.38938989773168603	-0.468617064653253	0.0314358370216098	0.0419788913658608	0.0311434445058799	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.347256206293602	-0.3529601273724529	-0.40906044274006204	0.0302230136591163	0.0336861385189064	0.0367172306092652	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.314242644272987	-0.39716998034289597	-0.34941874999921396	0.0278673847384603	0.0376378118720937	0.022462442393956998	0.23076923076923103	0.384615384615385	0.23076923076923103	0.384615384615385
-0.341934336121721	-0.3723594474887029	-0.32309254301899204	0.0290261802746779	0.0351879692801928	0.0217605729606201	0.23076923076923103	0.384615384615385	0.23076923076923103	0.384615384615385
-0.29430629899557004	-0.367423397136669	-0.325976775837273	0.0246479685537611	0.038792787696528004	0.0269481837446925	0.23076923076923103	0.384615384615385	0.23076923076923103	0.384615384615385
-0.31139691125217	-0.35012386019414904	-0.42140992559351503	0.0299342350044887	0.0224732194936684	0.0275226661104236	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.29933857341379305	-0.309956369140074	-0.413950940641496	0.022221666759776004	0.024978255150412004	0.0400214006294495	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.314623246047153	-0.342702662120144	-0.379651112388883	0.0223670673192342	0.0255617462002235	0.0362052498701254	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.293040006895127	-0.34361054243827194	-0.33973610416588895	0.0225857213499758	0.0219047589571578	0.0316021865965757	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.331222313280068	-0.304340673453199	-0.3860208533866721	0.0258268514279117	0.0246037510186304	0.0484326553785754	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.30127525265925004	-0.326801118158849	-0.41899007575975106	0.0246540609131741	0.0209066535004907	0.0412358565619354	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.319015055913414	-0.324666249531242	-0.33600045857674604	0.0237606915606399	0.0223736668519859	0.027171692149097003	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
-0.328502038537146	-0.35565849166674196	-0.339838833606973	0.024835647944182002	0.0295591538136959	0.0311422647182919	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
-0.333111791756759	-0.306257769160562	-0.35794928263065995	0.0231758494784796	0.0250645954393044	0.0256180651887577	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
-0.337682371069323	-0.330689656396206	-0.4378064365120179	0.0262259806025097	0.0249640140441515	0.0341448524023917	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.324209413215072	-0.347284657329177	-0.39233447322905296	0.0269343275692612	0.0274264786583729	0.0353880120809517	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.34420695991440103	-0.327836820558252	-0.40422741320215294	0.0224601701083216	0.0266903461226104	0.0392245680749065	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.322413991772109	-0.333363855283523	-0.393820479811256	0.0270799705293905	0.0204101928083335	0.0351486396013883	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.330984714631555	-0.36360705902866103	-0.380405196089677	0.0322960884280157	0.0257233384808735	0.030841049994409002	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.34706240139255	-0.350232449434399	-0.414003205049774	0.0196752912062867	0.0229081806554849	0.0357508732187138	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.33321699800276694	-0.303700880507419	-0.31968644580917893	0.0268687585679904	0.0279683135192258	0.0242630994930605	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
-0.35815495806242803	-0.310952178873628	-0.329083115436077	0.0257440260569881	0.0247272189050201	0.024447730943544	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
-0.34651363353500003	-0.342539981805212	-0.33767103384565195	0.0224979744755893	0.0287158024135435	0.0251836481044454	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
-0.311729923726062	-0.349190529004265	-0.382311787080052	0.0229031308522529	0.0436242719878486	0.0318377760682282	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.32892274911750896	-0.38561909973060204	-0.397899728420367	0.0218907299298288	0.0409093073678705	0.0386592913901377	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.300790730170432	-0.40442490374284995	-0.40460789053808704	0.022395212438601004	0.0356148316005106	0.0409584343026629	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.317337679421122	-0.412275175986277	-0.370051069713883	0.0224410752227685	0.0349221397106992	0.0272604366731205	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.35323567237253495	-0.376419314625201	-0.371037728259141	0.0292560855810078	0.0323769408309803	0.0493738008760957	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.313015726396568	-0.39261651628118893	-0.411487633824469	0.0231382771754834	0.0451411373174719	0.0413016616718774	0.23076923076923103	0.384615384615385	0.23076923076923103	0.23076923076923103
-0.298276397157693	-0.36309521215237794	-0.341123776010664	0.0209636923265471	0.0314321322179755	0.0302373787043331	0.23076923076923103	0.384615384615385	0.23076923076923103	0.384615384615385
-0.32645777341591	-0.401340482532853	-0.353953577119197	0.0265114553643238	0.04093579699994	0.0233889251354255	0.23076923076923103	0.384615384615385	0.23076923076923103	0.384615384615385
-0.35775315563999394	-0.41233213842133704	-0.300781537390812	0.0223624420888001	0.0322617882028048	0.0247528754981889	0.23076923076923103	0.384615384615385	0.23076923076923103	0.384615384615385
-0.34713715373644205	-0.30385823003048307	-0.411126376401466	0.0325329095611245	0.0273391946201824	0.037483885071989	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.360823905079541	-0.334368646304937	-0.38908777428253494	0.0252003174127126	0.0223570085428726	0.0328380316830534	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.345720404102186	-0.307371724485328	-0.39965771841556696	0.0260147390148727	0.0241652590214082	0.0395107621348867	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.33009573860592895	-0.312360251357819	-0.37781815269448704	0.0276610740379461	0.0256633234972927	0.0342703050590794	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.331295919122166	-0.34655020107754	-0.41440355303127296	0.0232808127384008	0.0260691855839924	0.0364179867461905	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.331241313606586	-0.364951542047031	-0.390470377880288	0.0247875373374058	0.0220902373980295	0.0362038553096455	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.328574446772558	-0.31715260432614	-0.33053918121728004	0.0251086993359907	0.0317432490660502	0.0234263221910097	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
-0.28360475088309994	-0.27195102360190804	-0.332475899748253	0.023188353739637003	0.021780285270897003	0.0247836161749214	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
-0.335358542466015	-0.31941610463219205	-0.333092508533951	0.0240112039038561	0.0220443511621368	0.0223741746278822	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
-0.344224117359685	-0.3388943216784289	-0.41168126403407296	0.0238143018446139	0.0298889381892788	0.0382170936390725	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.34997956441299	-0.331829396479695	-0.440360217312169	0.0228197771623413	0.029835402666617994	0.034096250765674	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.35053843509278	-0.3437822881505	-0.412712912829161	0.0241146848739723	0.0274713555721055	0.0361422617293165	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.330231263526088	-0.28608393959715	-0.34405976382152104	0.0269306109481545	0.024221287591318	0.0427687276144363	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.30623884707286203	-0.34164849488336196	-0.348305562334674	0.032169716922621	0.025991692157534003	0.0339076438068049	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.337512823587218	-0.329838594384591	-0.418345896406055	0.0286454985954076	0.0279798751393111	0.0343341044158836	0.23076923076923103	0.384615384615385	0.384615384615385	0.23076923076923103
-0.31767945059219604	-0.294229536170708	-0.32216792200759103	0.0241522201568356	0.0243500787014193	0.0303562859142704	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
-0.306138389582157	-0.342707037689411	-0.31336719003381397	0.0241003935124345	0.0240658313112168	0.0260654659975071	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
-0.33106929650947103	-0.34173598214525797	-0.346760012702961	0.0241531110938434	0.0233780340187246	0.0239459780683249	0.23076923076923103	0.384615384615385	0.384615384615385	0.384615384615385
